Id,Title,Category,Address,Industry,Geography,Profession,Autopopulate
5048a29fdb46675725003f96,9MSN: Entertainment,Rss,http://news.ninemsn.com.au/rss/entertainment/,,Australia,"Asset Management,Debt,Equities,Investment Banking",
5048a29fdb46675725003fa6,9MSN: Headlines,Rss,http://news.ninemsn.com.au/rss/headlines/,"All Sectors,Basic Materials,Consumer Goods & Services,Oil & Gas,Financials,Health Care,Industrials,Technology,Utilities,Sovereigns & Public Finance",Australia,"Asset Management,Debt,Equities,Investment Banking",
5048a29fdb46675725003fb6,9MSN: Health,Rss,http://news.ninemsn.com.au/rss/health/,Health Care,Australia,"Asset Management,Debt,Equities,Investment Banking",
5048a29fdb46675725003fbd,9MSN: National,Rss,http://news.ninemsn.com.au/rss/national/,"All Sectors,Basic Materials,Consumer Goods & Services,Oil & Gas,Financials,Health Care,Industrials,Technology,Utilities,Sovereigns & Public Finance",Australia,"Asset Management,Debt,Equities,Investment Banking",
5048a29fdb46675725003fcd,9MSN: Scitech,Rss,http://news.ninemsn.com.au/rss/scitech/,Technology,Australia,"Asset Management,Debt,Equities,Investment Banking",
5048a29fdb46675725003fd4,9MSN: Sport,Rss,http://news.ninemsn.com.au/rss/sport/,"All Sectors,Basic Materials,Consumer Goods & Services,Oil & Gas,Financials,Health Care,Industrials,Technology,Utilities,Sovereigns & Public Finance",Australia,"Asset Management,Debt,Equities,Investment Banking",
5048a29fdb46675725004004,9MSN: World,Rss,http://news.ninemsn.com.au/rss/world/,"All Sectors,Basic Materials,Consumer Goods & Services,Oil & Gas,Financials,Health Care,Industrials,Technology,Utilities,Sovereigns & Public Finance",Australia,"Asset Management,Debt,Equities,Investment Banking",
4ed0d8cf7b3fc62cf50006c8,9News Business,Rss,http://news.ninemsn.com.au/rss/business/,"All Sectors,Basic Materials,Consumer Goods & Services,Oil & Gas,Financials,Health Care,Industrials,Technology,Utilities,Sovereigns & Public Finance",Australia,"Asset Management,Debt,Equities,Investment Banking",YES
4ed0d8cf7b3fc62cf5000a38,ABC Bourse,Rss,http://www.abcbourse.com/RSS/lastanalysisrss.aspx,"All Sectors,Basic Materials,Consumer Goods & Services,Oil & Gas,Financials,Health Care,Industrials,Technology,Utilities,Sovereigns & Public Finance",France,"Asset Management,Debt,Equities,Investment Banking",
5048a275db46675725001a88,BILD.de Newsticker,Rss,http://feeds.feedburner.com/bto-newsticker.xml,"All Sectors,Basic Materials,Consumer Goods & Services,Oil & Gas,Financials,Health Care,Industrials,Technology,Utilities,Sovereigns & Public Finance",Germany,"Asset Management,Debt,Equities,Investment Banking",
4ed0d8cf7b3fc62cf5000a2a,Barron's Markets,Rss,http://online.wsj.com/xml/rss/3_7517.xml,"All Sectors,Basic Materials,Consumer Goods & Services,Oil & Gas,Financials,Health Care,Industrials,Technology,Utilities,Sovereigns & Public Finance",United States,"Asset Management,Debt,Equities,Investment Banking",
4ed0d8cf7b3fc62cf5000a2b,Barron's Tech,Rss,http://online.wsj.com/xml/rss/3_7518.xml,Technology,United States,"Asset Management,Debt,Equities,Investment Banking",
4ed0d8cf7b3fc62cf5000a34,Barron's This Week,Rss,http://online.barrons.com/xml/rss/3_7510.xml,"All Sectors,Basic Materials,Consumer Goods & Services,Oil & Gas,Financials,Health Care,Industrials,Technology,Utilities,Sovereigns & Public Finance",United States,"Asset Management,Debt,Equities,Investment Banking",
4ed0d8cf7b3fc62cf5000a29,Barron's Trader,Rss,http://online.barrons.com/xml/rss/3_7541.xml,"All Sectors,Basic Materials,Consumer Goods & Services,Oil & Gas,Financials,Health Care,Industrials,Technology,Utilities,Sovereigns & Public Finance",United States,"Asset Management,Debt,Equities,Investment Banking",
4ed0d8cf7b3fc62cf500072f,Barrons: Most Emailed This Month,Rss,http://online.wsj.com/xml/rss/3_7565.xml,"All Sectors,Basic Materials,Consumer Goods & Services,Oil & Gas,Financials,Health Care,Industrials,Technology,Utilities,Sovereigns & Public Finance",United States,"Asset Management,Debt,Equities,Investment Banking",
4ed0d8cf7b3fc62cf5000720,Barrons: Most Emailed This Week,Rss,http://online.wsj.com/xml/rss/3_7564.xml,"All Sectors,Basic Materials,Consumer Goods & Services,Oil & Gas,Financials,Health Care,Industrials,Technology,Utilities,Sovereigns & Public Finance",United States,"Asset Management,Debt,Equities,Investment Banking",
4ed0d8cf7b3fc62cf500071f,Barrons: Most Emailed Today,Rss,http://online.wsj.com/xml/rss/3_7563.xml,"All Sectors,Basic Materials,Consumer Goods & Services,Oil & Gas,Financials,Health Care,Industrials,Technology,Utilities,Sovereigns & Public Finance",United States,"Asset Management,Debt,Equities,Investment Banking",
4ed0d8cf7b3fc62cf500071e,Barrons: Most Viewed This Month,Rss,http://online.wsj.com/xml/rss/3_7562.xml,"All Sectors,Basic Materials,Consumer Goods & Services,Oil & Gas,Financials,Health Care,Industrials,Technology,Utilities,Sovereigns & Public Finance",United States,"Asset Management,Debt,Equities,Investment Banking",
4ed0d8cf7b3fc62cf5000a32,Barrons: Most Viewed This Week,Rss,http://online.wsj.com/xml/rss/3_7561.xml,"All Sectors,Basic Materials,Consumer Goods & Services,Oil & Gas,Financials,Health Care,Industrials,Technology,Utilities,Sovereigns & Public Finance",United States,"Asset Management,Debt,Equities,Investment Banking",
4ed0d8cf7b3fc62cf500071c,Barrons: Most Viewed Today,Rss,http://online.wsj.com/xml/rss/3_7560.xml,"All Sectors,Basic Materials,Consumer Goods & Services,Oil & Gas,Financials,Health Care,Industrials,Technology,Utilities,Sovereigns & Public Finance",United States,"Asset Management,Debt,Equities,Investment Banking",
5048a2a8db46675725004e70,Bild: Auto,Rss,http://rss.bild.de/bild-auto.xml,Consumer Goods & Services,Germany,"Asset Management,Debt,Equities,Investment Banking",
5048a2a8db46675725004e87,Bild: Digital,Rss,http://rss.bild.de/bild-digital.xml,"All Sectors,Basic Materials,Consumer Goods & Services,Oil & Gas,Financials,Health Care,Industrials,Technology,Utilities,Sovereigns & Public Finance",Germany,"Asset Management,Debt,Equities,Investment Banking",
5048a2a8db46675725004e77,Bild: Digital/Spiele,Rss,http://rss.bild.de/bild-digital-spiele.xml,"All Sectors,Basic Materials,Consumer Goods & Services,Oil & Gas,Financials,Health Care,Industrials,Technology,Utilities,Sovereigns & Public Finance",Germany,"Asset Management,Debt,Equities,Investment Banking",
5048a2a8db46675725004e97,Bild: Home,Rss,http://rss.bild.de/bild-home.xml,"All Sectors,Basic Materials,Consumer Goods & Services,Oil & Gas,Financials,Health Care,Industrials,Technology,Utilities,Sovereigns & Public Finance",Germany,"Asset Management,Debt,Equities,Investment Banking",
5048a2a8db46675725004ea7,Bild: Leserreporter,Rss,http://rss.bild.de/bild-leserreporter.xml,"All Sectors,Basic Materials,Consumer Goods & Services,Oil & Gas,Financials,Health Care,Industrials,Technology,Utilities,Sovereigns & Public Finance",Germany,"Asset Management,Debt,Equities,Investment Banking",
